股票代码,代码,简称,公告标题,公告时间,公告链接,announcementId,orgId
000001,000001,平安银行,独立董事提名人声明与承诺 刘峰,2025-10-25 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224735539&orgId=gssz0000001&announcementTime=2025-10-25 00:00:00
000001,000001,平安银行,独立董事提名人声明与承诺 吴志攀,2025-10-25 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224735538&orgId=gssz0000001&announcementTime=2025-10-25 00:00:00
000001,000001,平安银行,独立董事提名人声明与承诺 潘敏,2025-10-25 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224735537&orgId=gssz0000001&announcementTime=2025-10-25 00:00:00
000001,000001,平安银行,独立董事候选人声明与承诺 张杰,2025-10-25 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224735536&orgId=gssz0000001&announcementTime=2025-10-25 00:00:00
000001,000001,平安银行,独立董事提名人声明与承诺 吴宗敏,2025-10-25 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224735535&orgId=gssz0000001&announcementTime=2025-10-25 00:00:00
000001,000001,平安银行,独立董事提名人声明与承诺 张杰,2025-10-25 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224735534&orgId=gssz0000001&announcementTime=2025-10-25 00:00:00
000001,000001,平安银行,独立董事候选人声明与承诺 吴志攀,2025-10-25 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224735533&orgId=gssz0000001&announcementTime=2025-10-25 00:00:00
000001,000001,平安银行,独立董事候选人声明与承诺 刘峰,2025-10-25 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224735532&orgId=gssz0000001&announcementTime=2025-10-25 00:00:00
000001,000001,平安银行,独立董事候选人声明与承诺 潘敏,2025-10-25 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224735531&orgId=gssz0000001&announcementTime=2025-10-25 00:00:00
000001,000001,平安银行,独立董事候选人声明与承诺 吴宗敏,2025-10-25 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224735530&orgId=gssz0000001&announcementTime=2025-10-25 00:00:00
000001,000001,平安银行,监事会决议公告,2025-10-25 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224735529&orgId=gssz0000001&announcementTime=2025-10-25 00:00:00
000001,000001,平安银行,董事会决议公告,2025-10-25 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224735528&orgId=gssz0000001&announcementTime=2025-10-25 00:00:00
000001,000001,平安银行,2025年三季度报告,2025-10-25 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224735526&orgId=gssz0000001&announcementTime=2025-10-25 00:00:00
000001,000001,平安银行,2025年半年度权益分派实施公告,2025-09-30 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224693497&orgId=gssz0000001&announcementTime=2025-09-30 00:00:00
000001,000001,平安银行,关联交易公告,2025-09-27 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224685253&orgId=gssz0000001&announcementTime=2025-09-27 00:00:00
000001,000001,平安银行,关联交易公告,2025-09-27 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224685252&orgId=gssz0000001&announcementTime=2025-09-27 00:00:00
000001,000001,平安银行,关联交易公告,2025-09-27 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224685251&orgId=gssz0000001&announcementTime=2025-09-27 00:00:00
000001,000001,平安银行,关联交易公告,2025-09-27 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224685250&orgId=gssz0000001&announcementTime=2025-09-27 00:00:00
000001,000001,平安银行,董事会决议公告,2025-09-27 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224685249&orgId=gssz0000001&announcementTime=2025-09-27 00:00:00
000001,000001,平安银行,关于2025年第一期绿色金融债券（债券通）发行完毕的公告,2025-09-24 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224677422&orgId=gssz0000001&announcementTime=2025-09-24 00:00:00
000001,000001,平安银行,2025年半年度报告,2025-08-23 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224558635&orgId=gssz0000001&announcementTime=2025-08-23 00:00:00
000001,000001,平安银行,2025年半年度财务报告,2025-08-23 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224558634&orgId=gssz0000001&announcementTime=2025-08-23 00:00:00
000001,000001,平安银行,半年度非经营性资金占用及其他关联资金往来情况汇总表,2025-08-23 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224558632&orgId=gssz0000001&announcementTime=2025-08-23 00:00:00
000001,000001,平安银行,半年报监事会决议公告,2025-08-23 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224558631&orgId=gssz0000001&announcementTime=2025-08-23 00:00:00
000001,000001,平安银行,半年报董事会决议公告,2025-08-23 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224558630&orgId=gssz0000001&announcementTime=2025-08-23 00:00:00
000001,000001,平安银行,2025年半年度报告摘要,2025-08-23 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224558629&orgId=gssz0000001&announcementTime=2025-08-23 00:00:00
000001,000001,平安银行,2025年中期利润分配方案公告,2025-08-23 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224558628&orgId=gssz0000001&announcementTime=2025-08-23 00:00:00
000001,000001,平安银行,关于召开2025年半年度业绩说明会的公告,2025-08-16 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224497930&orgId=gssz0000001&announcementTime=2025-08-16 00:00:00
000001,000001,平安银行,关联交易公告,2025-07-04 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224070876&orgId=gssz0000001&announcementTime=2025-07-04 00:00:00
000001,000001,平安银行,董事会决议公告,2025-07-04 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1224070875&orgId=gssz0000001&announcementTime=2025-07-04 00:00:00
000001,000001,平安银行,关于副行长任职资格核准的公告,2025-06-27 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1223998297&orgId=gssz0000001&announcementTime=2025-06-27 00:00:00
000001,000001,平安银行,2024年年度权益分派实施公告,2025-06-05 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1223765073&orgId=gssz0000001&announcementTime=2025-06-05 00:00:00
000001,000001,平安银行,北京市海问（深圳）律师事务所关于平安银行股份有限公司2024年年度股东大会的法律意见书 -海问-20250523,2025-05-24 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1223646226&orgId=gssz0000001&announcementTime=2025-05-24 00:00:00
000001,000001,平安银行,2024年年度股东大会决议公告,2025-05-24 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1223646224&orgId=gssz0000001&announcementTime=2025-05-24 00:00:00
000001,000001,平安银行,关于2025年第一期小型微型企业贷款专项金融债券（债券通）发行完毕的公告,2025-05-22 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1223626750&orgId=gssz0000001&announcementTime=2025-05-22 00:00:00
000001,000001,平安银行,董事会决议公告,2025-04-30 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1223409116&orgId=gssz0000001&announcementTime=2025-04-30 00:00:00
000001,000001,平安银行,关于召开2024年年度股东大会的通知,2025-04-30 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1223409115&orgId=gssz0000001&announcementTime=2025-04-30 00:00:00
000001,000001,平安银行,2024年年度股东大会文件,2025-04-30 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1223409106&orgId=gssz0000001&announcementTime=2025-04-30 00:00:00
000001,000001,平安银行,董事会决议公告,2025-04-19 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1223145616&orgId=gssz0000001&announcementTime=2025-04-19 00:00:00
000001,000001,平安银行,监事会决议公告,2025-04-19 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1223145615&orgId=gssz0000001&announcementTime=2025-04-19 00:00:00
000001,000001,平安银行,2025年第一季度报告,2025-04-19 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1223145614&orgId=gssz0000001&announcementTime=2025-04-19 00:00:00
000001,000001,平安银行,关联交易公告,2025-04-04 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1223004841&orgId=gssz0000001&announcementTime=2025-04-04 00:00:00
000001,000001,平安银行,董事会决议公告,2025-04-04 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1223004840&orgId=gssz0000001&announcementTime=2025-04-04 00:00:00
000001,000001,平安银行,日常关联交易预计公告,2025-04-04 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1223004839&orgId=gssz0000001&announcementTime=2025-04-04 00:00:00
000001,000001,平安银行,关联交易公告,2025-04-04 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1223004838&orgId=gssz0000001&announcementTime=2025-04-04 00:00:00
000001,000001,平安银行,关联交易公告,2025-04-04 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1223004837&orgId=gssz0000001&announcementTime=2025-04-04 00:00:00
000001,000001,平安银行,董事会决议公告,2025-03-22 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1222867037&orgId=gssz0000001&announcementTime=2025-03-22 00:00:00
000001,000001,平安银行,年度关联方资金占用专项审计报告,2025-03-15 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1222806525&orgId=gssz0000001&announcementTime=2025-03-15 00:00:00
000001,000001,平安银行,2024年度董事会工作报告,2025-03-15 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1222806524&orgId=gssz0000001&announcementTime=2025-03-15 00:00:00
000001,000001,平安银行,2024年年度审计报告,2025-03-15 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000001&announcementId=1222806523&orgId=gssz0000001&announcementTime=2025-03-15 00:00:00
